C	Month	Day	Hour	Minute	DOY	TOD	DEC	zm	hc	z0	umean	h	ol	sigmav	ustar	wind_dir	Incident Solar
								2	0.4	0.06	0.568526	3000	3.21628	0.121614	0.0397449	276.144	
								2	0.4	0.06	0.457497	3000	-9999	0.169155	0.06383	116.238	
								2	0.4	0.06	0.723706	3000	-1.05609	0.312198	0.0420726	119.781	
								2	0.4	0.06	0.794111	3000	1.04876	0.186858	0.0568386	296.521	
								2	0.4	0.06	0.617744	3000	26.1655	0.370454	0.099167	227.286	
								2	0.4	0.06	0.741221	3000	-34.8069	0.275099	0.0578141	275.007	
								2	0.4	0.06	0.467771	3000	-2.6686	0.548792	0.0707093	22.1925	
								2	0.4	0.06	0.42069	3000	6.89432	0.290138	0.0697016	99.9944	
								2	0.4	0.06	0.0841615	3000	-16.8033	0.417518	-9999	271.3	
								2	0.4	0.06	0.160132	3000	86.6046	0.235774	-9999	95.325	
								2	0.4	0.06	0.261687	3000	114.599	0.372658	0.162753	91.8003	
								2	0.4	0.06	0.539703	3000	33.8585	0.373229	0.0987726	80.3774	
								2	0.4	0.06	0.280421	3000	9.75535	0.13738	0.0467209	107.389	
								2	0.4	0.06	0.650278	3000	5.66167	0.112581	0.0679425	101.066	
								2	0.4	0.06	1.01543	3000	39.5702	0.323206	0.177167	110.22	
								2	0.4	0.06	0.669418	3000	-171.142	0.330751	0.14495	125.087	
								2	0.4	0.06	1.98004	3000	-127.322	0.480194	0.252611	155.116	
								2	0.4	0.06	1.89468	3000	-205.152	0.632117	0.297048	145.256	
								2	0.4	0.06	2.19288	3000	-66.6022	0.592855	0.227674	168.526	
								2	0.4	0.06	1.93459	3000	1310.2	0.437073	0.226645	190.774	
								2	0.4	0.06	1.72006	3000	113.248	0.418726	0.20742	188.664	
								2	0.4	0.06	1.64805	3000	29.5259	0.382627	0.203846	190.712	
								2	0.4	0.06	1.63702	3000	-126.883	0.433882	0.188886	184.869	
								2	0.4	0.06	2.23322	3000	-802.368	0.437575	0.228695	171.444	
								2	0.4	0.06	2.45294	3000	266.923	0.662009	0.277865	181.384	
								2	0.4	0.06	2.32424	3000	-5210.5	0.498313	0.276083	187.703	
								2	0.4	0.06	2.03871	3000	-9999	0.68719	0.214049	175.607	
								2	0.4	0.06	2.11272	3000	-1994.16	0.607511	0.35461	146.084	
								2	0.4	0.06	2.64656	3000	488.588	0.812274	0.43441	141.722	
								2	0.4	0.06	2.64041	3000	501.103	0.676466	0.386903	154.478	
								2	0.4	0.06	1.6497	3000	-441.297	0.439121	0.235966	149.573	
								2	0.4	0.06	1.13999	3000	2397.42	0.524399	0.150375	179.243	
								2	0.4	0.06	1.18132	3000	60.7429	0.277778	0.155512	185.596	
								2	0.4	0.06	1.59202	3000	40.5506	0.294694	0.166924	184.402	
								2	0.4	0.06	1.09962	3000	19.5621	0.198485	0.108856	171.326	
								2	0.4	0.06	0.428607	3000	-1.96133	0.180319	0.0302399	128.576	
								2	0.4	0.06	0.910305	3000	8.81637	0.261442	0.0739701	177.266	
								2	0.4	0.06	0.163543	3000	-1386.67	0.524716	-9999	305.309	
								2	0.4	0.06	0.271968	3000	-3.92444	0.228238	0.0720213	73.5472	
								2	0.4	0.06	0.438091	3000	-6.61218	0.127413	0.0493764	332.355	
								2	0.4	0.06	0.651984	3000	73.0391	0.58278	0.176248	68.0716	
								2	0.4	0.06	0.819096	3000	142.728	0.333843	0.162898	69.4391	
								2	0.4	0.06	0.7797	3000	234.767	0.332684	0.185993	82.5137	
								2	0.4	0.06	0.536028	3000	-24.387	0.292543	0.0481039	302.016	
								2	0.4	0.06	0.760856	3000	-4.14023	0.211404	0.0596047	1.96367	
								2	0.4	0.06	0.867828	3000	-52.9124	0.123107	0.0258111	351.628	
								2	0.4	0.06	0.443876	3000	-42.7671	0.512536	0.11399	64.6927	
								2	0.4	0.06	0.273044	3000	16.5128	0.194534	0.0553633	99.3273	
								2	0.4	0.06	0.338783	3000	13.8275	0.353644	0.0616854	327.529	
								2	0.4	0.06	0.280361	3000	-7.73194	0.238001	0.0441584	88.6389	
								2	0.4	0.06	0.582192	3000	-10.3382	0.19552	0.0350786	10.6007	
								2	0.4	0.06	0.374935	3000	15.5089	0.281966	0.0628817	9.56284	
								2	0.4	0.06	0.413128	3000	-0.38778	0.168274	0.0284477	94.8012	
								2	0.4	0.06	0.108151	3000	-15.3379	0.168977	-9999	251.607	
								2	0.4	0.06	0.159537	3000	6.3029	0.209084	-9999	346.317	
								2	0.4	0.06	0.0481833	3000	9.76569	0.423472	-9999	156.753	
								2	0.4	0.06	0.384729	3000	40.6416	0.249545	0.0623257	236.42	
								2	0.4	0.06	0.534137	3000	8.48035	0.283685	0.029958	335.734	
								2	0.4	0.06	0.0950563	3000	-107.596	0.243185	0.0572317	208.892	
								2	0.4	0.06	0.659859	3000	-29.0428	0.147343	0.0874022	96.0441	
								2	0.4	0.06	0.301474	3000	-3.24353	0.180957	0.0342596	184.096	
								2	0.4	0.06	0.372362	3000	0.686407	0.131315	0.025365	250.868	
								2	0.4	0.06	0.654484	3000	-0.796512	0.151242	0.0387803	305.434	
								2	0.4	0.06	0.963756	3000	-75.8828	0.198542	0.0943499	298.395	
								2	0.4	0.06	1.60279	3000	494.172	0.317206	0.157133	324.764	
								2	0.4	0.06	1.79881	3000	-28.9283	0.460208	0.172226	352.251	
								2	0.4	0.06	1.60022	3000	-28.2692	0.450722	0.175492	11.5876	
								2	0.4	0.06	1.64021	3000	-17.6014	0.574101	0.197845	15.8527	
								2	0.4	0.06	1.3521	3000	-43.3232	0.547884	0.257264	34.4317	
								2	0.4	0.06	1.42987	3000	-21.8086	0.634644	0.218137	18.9971	
								2	0.4	0.06	1.80373	3000	-12.4815	0.517208	0.185814	333.317	
								2	0.4	0.06	1.97729	3000	-14.9864	0.7552	0.223132	338.818	
								2	0.4	0.06	1.69215	3000	-10.732	0.724125	0.225636	5.76368	
								2	0.4	0.06	2.00077	3000	-43.9924	0.707086	0.274617	23.3126	
								2	0.4	0.06	2.72051	3000	-20.1442	0.719636	0.267011	347.997	
								2	0.4	0.06	2.05924	3000	-12.3203	0.846097	0.209576	340.388	
								2	0.4	0.06	2.25272	3000	-29.943	0.647302	0.238267	6.68492	
								2	0.4	0.06	1.96388	3000	-13.888	0.580874	0.176058	337.391	
								2	0.4	0.06	1.83281	3000	-14.0361	0.608673	0.165289	345.292	
								2	0.4	0.06	1.80573	3000	-19.3289	0.599471	0.186012	10.0965	
								2	0.4	0.06	1.72804	3000	-38.3471	0.544302	0.146227	352.774	
								2	0.4	0.06	1.3652	3000	4.8884	0.153591	0.0591425	339.803	
								2	0.4	0.06	1.15081	3000	13.8177	0.136733	0.0350028	329.823	
								2	0.4	0.06	0.848472	3000	4.91246	0.131588	0.0332007	335.575	
								2	0.4	0.06	1.06389	3000	-8.96276	0.174851	0.049278	336.041	
								2	0.4	0.06	0.399393	3000	1.22951	0.193223	0.0279062	313.688	
								2	0.4	0.06	0.354233	3000	3.82332	0.135721	0.0267976	342.182	
								2	0.4	0.06	0.110035	3000	-4.6882	0.130293	0.0921268	46.7148	
								2	0.4	0.06	0.507174	3000	-3.79251	0.201329	0.0535882	252.455	
								2	0.4	0.06	0.52182	3000	7.64289	0.152332	0.0395794	282.12	
								2	0.4	0.06	0.394486	3000	0.262135	0.206673	0.0215397	253.704	
								2	0.4	0.06	0.52753	3000	-1.57607	0.17564	0.0386477	264.431	
								2	0.4	0.06	1.17847	3000	5.17514	0.0965423	0.0365214	264.033	
								2	0.4	0.06	1.21296	3000	11.2776	0.0542347	0.0293643	267.816	
								2	0.4	0.06	1.02394	3000	0.244968	0.0803334	0.01216	269.184	
								2	0.4	0.06	0.641818	3000	0.536946	0.148646	0.0150575	277.918	
								2	0.4	0.06	0.671276	3000	1.16493	0.115759	0.0251874	299.925	
								2	0.4	0.06	0.368678	3000	-2.48139	0.238133	0.0473979	269.981	
								2	0.4	0.06	0.549188	3000	0.834926	0.108539	0.0203125	281.526	
								2	0.4	0.06	0.588202	3000	-2.01349	0.108616	0.0235558	289.43	
								2	0.4	0.06	0.240948	3000	-6.47884	0.179827	0.0407992	262.478	
								2	0.4	0.06	0.800518	3000	7.47473	0.11762	0.0623319	250.183	
								2	0.4	0.06	1.0881	3000	-2.4294	0.116573	0.0224544	263.026	
								2	0.4	0.06	1.13492	3000	-3.94738	0.0916746	0.0228263	267.165	
								2	0.4	0.06	0.446139	3000	1.48242	0.100182	0.0279505	277.017	
								2	0.4	0.06	0.214011	3000	-3.0815	0.116763	0.0380179	278.564	
								2	0.4	0.06	0.143638	3000	387.745	0.211581	0.0534729	255.525	
								2	0.4	0.06	0.270265	3000	-6.0779	0.18533	0.0475862	220.258	
								2	0.4	0.06	0.310288	3000	3.23038	0.241423	0.0496084	211.271	
								2	0.4	0.06	0.389168	3000	-5.46471	0.133607	0.0488168	291.15	
								2	0.4	0.06	0.22991	3000	10.3242	0.12621	0.0558669	223.083	
								2	0.4	0.06	0.200327	3000	10.6001	0.505343	0.107127	218.502	
								2	0.4	0.06	0.93605	3000	-14.9733	0.313893	0.16504	118.395	
								2	0.4	0.06	1.0031	3000	-16.3335	0.42142	0.18315	131.883	
								2	0.4	0.06	0.757858	3000	-13.6227	0.473663	0.216807	145.665	
								2	0.4	0.06	0.63584	3000	-0.404374	0.537499	0.074186	262.019	
								2	0.4	0.06	0.786174	3000	-9.42264	0.700862	0.230681	345.714	
								2	0.4	0.06	0.663641	3000	-5.83478	0.652905	0.204285	59.9339	
								2	0.4	0.06	0.478829	3000	-6.71195	0.766672	-9999	306.287	
								2	0.4	0.06	1.45158	3000	-4.16719	0.741189	0.191035	279.028	
								2	0.4	0.06	1.03339	3000	-5.09442	0.758499	0.213233	261.921	
								2	0.4	0.06	1.25779	3000	-2.03901	0.716679	0.161361	265.668	
								2	0.4	0.06	1.19275	3000	-3.56118	0.895539	0.178326	278.639	
								2	0.4	0.06	1.0584	3000	-6.46078	0.726787	0.206037	294.466	
								2	0.4	0.06	1.01948	3000	-0.624006	0.642115	0.0916805	301.822	
								2	0.4	0.06	0.592906	3000	-17.9131	0.477622	0.241602	314.87	
								2	0.4	0.06	0.444416	3000	-5.58381	0.472462	0.146066	130.871	
								2	0.4	0.06	0.504972	3000	-0.992958	0.373575	0.0625806	102.229	
								2	0.4	0.06	0.724752	3000	-34.6618	0.306799	0.130404	167.14	
								2	0.4	0.06	0.773107	3000	45.5068	0.13732	0.0571657	255.159	
								2	0.4	0.06	0.605596	3000	-18.0758	0.198493	0.0684489	256.363	
								2	0.4	0.06	0.315954	3000	2.84734	0.204163	0.052651	187.916	
								2	0.4	0.06	0.284801	3000	8.67805	0.140462	0.161398	297.605	
								2	0.4	0.06	0.256194	3000	-10.1488	0.362662	-9999	147.368	
								2	0.4	0.06	0.63224	3000	3.02202	0.222029	0.0390973	183.501	
								2	0.4	0.06	0.655122	3000	5.02333	0.246889	0.0801841	193.553	
								2	0.4	0.06	0.420074	3000	25	0.550058	0.0865737	212.076	
								2	0.4	0.06	1.12438	3000	29.357	0.254986	0.104503	158.954	
								2	0.4	0.06	1.38232	3000	18.11	0.22585	0.153837	152.735	
								2	0.4	0.06	1.74469	3000	41.0192	0.368185	0.221517	156.07	
								2	0.4	0.06	1.18688	3000	19.514	0.263726	0.143492	154.454	
								2	0.4	0.06	1.48694	3000	25.0836	0.305249	0.178566	152.707	
								2	0.4	0.06	0.765316	3000	18.4927	0.793716	0.22798	209.035	
								2	0.4	0.06	0.594012	3000	-7.09173	0.231876	0.034575	118.584	
								2	0.4	0.06	0.741186	3000	5.7938	0.335048	0.070652	296.584	
								2	0.4	0.06	0.278895	3000	7.18245	0.439391	0.107222	216.622	
								2	0.4	0.06	0.593545	3000	6.70426	0.293683	0.116758	116.31	
								2	0.4	0.06	1.23012	3000	37.5767	0.297956	0.148364	161.322	
								2	0.4	0.06	0.384392	3000	76.3357	0.632019	0.131339	238.923	
								2	0.4	0.06	0.945379	3000	-120.762	0.57376	0.141894	318.101	
								2	0.4	0.06	0.179852	3000	13.5415	0.442293	-9999	91.0899	
								2	0.4	0.06	0.687367	3000	-393.863	0.21245	0.112585	118.968	
								2	0.4	0.06	1.34088	3000	4060.94	0.397194	0.220117	141.846	
								2	0.4	0.06	1.36656	3000	688.038	0.317318	0.171691	157.358	
								2	0.4	0.06	1.57184	3000	82.9296	0.581085	0.203712	184.574	
								2	0.4	0.06	1.63297	3000	11.6574	0.661972	0.114629	254.204	
								2	0.4	0.06	1.80061	3000	22.3727	0.314697	0.173262	259.992	
								2	0.4	0.06	0.955135	3000	23.6612	0.481348	0.12331	205.2	
								2	0.4	0.06	1.67539	3000	35.8236	0.385764	0.219351	276.049	
								2	0.4	0.06	1.31835	3000	20.0936	0.231803	0.137674	271.411	
								2	0.4	0.06	1.90667	3000	-36.8213	0.558889	0.182755	259.456	
								2	0.4	0.06	3.39483	3000	-497.711	0.724776	0.35188	287.668	
								2	0.4	0.06	3.3563	3000	237.675	0.721928	0.332478	289.247	
								2	0.4	0.06	3.21615	3000	-44.4233	0.812485	0.324916	285.4	
								2	0.4	0.06	3.01969	3000	-54.5451	0.87588	0.327199	286.558	
								2	0.4	0.06	2.60844	3000	-29.5218	0.880105	0.27168	274.581	
								2	0.4	0.06	2.73841	3000	-21.4508	1.00969	0.292644	284.005	
								2	0.4	0.06	3.16703	3000	-21.2252	0.796427	0.316956	274.683	
								2	0.4	0.06	2.83256	3000	-20.2683	1.08455	0.331411	287.036	
								2	0.4	0.06	2.7281	3000	-14.0881	1.00595	0.281287	288.352	
								2	0.4	0.06	2.58742	3000	-19.7252	1.01922	0.279738	293.757	
								2	0.4	0.06	2.65823	3000	-16.7204	0.990162	0.265392	313.268	
								2	0.4	0.06	2.93764	3000	-21.8491	0.816773	0.291918	300.824	
								2	0.4	0.06	2.89431	3000	-32.8594	0.770897	0.283785	306.131	
								2	0.4	0.06	2.2753	3000	-27.2128	0.625797	0.243661	294.558	
								2	0.4	0.06	2.75156	3000	-230.827	0.551113	0.234543	308.96	
								2	0.4	0.06	2.23018	3000	47.0895	0.396824	0.202642	299.885	
								2	0.4	0.06	1.47596	3000	5.40052	0.165066	0.0911043	285.588	
								2	0.4	0.06	1.40463	3000	2.48196	0.141438	0.0619048	284.188	
								2	0.4	0.06	1.16035	3000	1.63256	0.217628	0.0366789	272.314	
								2	0.4	0.06	0.988608	3000	11.5596	0.214882	0.0497896	251.426	
								2	0.4	0.06	0.50346	3000	3.72658	0.344449	0.0619597	187.237	
								2	0.4	0.06	0.524269	3000	-4.28054	0.238463	0.0531299	182.003	
								2	0.4	0.06	0.314657	3000	3.03555	0.200633	0.0671466	219.779	
								2	0.4	0.06	1.26074	3000	5.97158	0.163505	0.0887821	265.004	
								2	0.4	0.06	1.54743	3000	5.48837	0.194047	0.100209	275.541	
								2	0.4	0.06	1.62737	3000	6.44592	0.238151	0.11439	271.015	
								2	0.4	0.06	2.05711	3000	14.3071	0.288843	0.176091	283.357	
								2	0.4	0.06	2.02851	3000	16.0979	0.267119	0.184053	279.592	
								2	0.4	0.06	1.77764	3000	14.8198	0.242515	0.163851	276.924	
								2	0.4	0.06	1.81043	3000	13.1015	0.261112	0.15458	270.906	
								2	0.4	0.06	2.15818	3000	21.2211	0.307062	0.19387	273.899	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	-9999	3000	-9999	-9999	-9999	-9999	
								2	0.4	0.06	2.04727	3000	-80.4329	0.456234	0.197484	293.917	
								2	0.4	0.06	1.94295	3000	-7.69959	0.747224	0.176099	314.767	
								2	0.4	0.06	2.24166	3000	-11.8162	0.706585	0.196692	324.839	
								2	0.4	0.06	1.98637	3000	-6.53698	0.696889	0.194001	303.655	
								2	0.4	0.06	1.16543	3000	-2.39353	0.712118	0.154852	294.878	
								2	0.4	0.06	1.50253	3000	-1.43504	0.77226	0.14033	299.52	
								2	0.4	0.06	2.38554	3000	-5.07113	0.882901	0.21139	320.121	
								2	0.4	0.06	2.37515	3000	-5.76156	1.06976	0.22146	296.017	
								2	0.4	0.06	2.63261	3000	-12.3623	0.793117	0.282918	296.588	
								2	0.4	0.06	2.76344	3000	-23.2073	0.753858	0.277686	311.905	
								2	0.4	0.06	3.43449	3000	-33.426	0.996743	0.303755	302.721	
								2	0.4	0.06	3.36642	3000	-65.7695	0.794858	0.349715	287.569	
								2	0.4	0.06	3.18852	3000	-325.344	0.624774	0.341725	284.586	
								2	0.4	0.06	3.30435	3000	533.956	0.610419	0.334446	285.801	
								2	0.4	0.06	3.07097	3000	79.3097	0.564937	0.301182	297.432	
								2	0.4	0.06	1.5006	3000	11.2295	0.528694	0.12387	272.274	
								2	0.4	0.06	1.84934	3000	13.909	0.291831	0.152575	266.964	
								2	0.4	0.06	2.58021	3000	32.9661	0.479974	0.238525	264.572	
								2	0.4	0.06	2.51318	3000	40.5598	0.410308	0.26533	262.214	
								2	0.4	0.06	2.93959	3000	34.5741	0.43527	0.281713	266.237	
								2	0.4	0.06	2.89538	3000	37.9186	0.4855	0.29211	271.576	
								2	0.4	0.06	2.89969	3000	44.3615	0.479782	0.314286	272.307	
								2	0.4	0.06	2.90773	3000	38.2757	0.458168	0.288802	265.357	
								2	0.4	0.06	2.63569	3000	32.7323	0.437173	0.250756	254.512	
								2	0.4	0.06	2.26754	3000	27.8769	0.527095	0.205922	255.786	
								2	0.4	0.06	2.63868	3000	42.8219	0.444781	0.25346	262.114	
								2	0.4	0.06	1.79702	3000	20.5749	0.352296	0.175409	257.519	
								2	0.4	0.06	0.984072	3000	2.79884	0.178657	0.0708239	252.793	
								2	0.4	0.06	0.790519	3000	0.299459	0.228375	0.0228273	235.219	
								2	0.4	0.06	0.823684	3000	1.87294	0.181404	0.0491488	243.933	
								2	0.4	0.06	0.73188	3000	2.47599	0.155783	0.0576769	259.841	
								2	0.4	0.06	0.392617	3000	46.5463	0.188834	0.209179	281.42	
								2	0.4	0.06	0.725152	3000	-4.19164	0.21662	0.103626	107.51	
								2	0.4	0.06	0.46923	3000	-4.10403	0.581194	0.117453	56.1394	
								2	0.4	0.06	0.202533	3000	-11.0667	0.233908	-9999	2.66617	
								2	0.4	0.06	0.758469	3000	13.4294	0.17876	0.0699194	106.556	
								2	0.4	0.06	0.87713	3000	-0.575726	0.278857	0.0396329	110.562	
								2	0.4	0.06	0.200701	3000	62.8174	0.4048	-9999	359.124	
								2	0.4	0.06	0.538112	3000	0.928392	0.232782	0.0402921	176.19	
								2	0.4	0.06	0.673205	3000	3.66336	0.220299	0.0846707	126.352	
								2	0.4	0.06	0.783825	3000	3.81177	0.297704	0.0595723	257.02	
								2	0.4	0.06	1.37496	3000	4.4519	0.190864	0.0912049	281.411	
								2	0.4	0.06	1.21609	3000	6.56624	0.274196	0.0917522	279.351	
								2	0.4	0.06	1.24752	3000	8.95615	0.193509	0.103889	275.953	
								2	0.4	0.06	1.4819	3000	13.7587	0.225085	0.12441	278.872	
								2	0.4	0.06	1.69843	3000	25.7664	0.26642	0.162551	285.503	
								2	0.4	0.06	1.95482	3000	50.8448	0.331486	0.198106	284.229	
								2	0.4	0.06	2.06404	3000	130.979	0.371118	0.221322	278.594	
								2	0.4	0.06	2.17047	3000	62.9231	0.461564	0.315489	282.904	
								2	0.4	0.06	3.01688	3000	-264.289	0.580104	0.277624	294.845	
								2	0.4	0.06	2.73314	3000	-38.0518	0.643483	0.273612	292.676	
								2	0.4	0.06	2.94308	3000	-51.9269	0.612573	0.302298	288.722	
								2	0.4	0.06	2.97286	3000	-66.7262	0.603877	0.318899	296.415	
								2	0.4	0.06	2.59743	3000	-31.8386	0.608622	0.30904	287.824	
								2	0.4	0.06	2.71734	3000	-32.1209	0.752667	0.283094	289.897	
								2	0.4	0.06	4.18986	3000	-66.9759	0.717544	0.417486	295.102	
								2	0.4	0.06	3.31981	3000	-53.9293	0.718411	0.330832	301.971	
								2	0.4	0.06	3.67832	3000	-84.7788	0.832738	0.355965	305.59	
								2	0.4	0.06	3.32305	3000	-35.2167	0.778606	0.288158	308.824	
								2	0.4	0.06	3.18174	3000	-45.0363	0.874221	0.261325	325.269	
								2	0.4	0.06	2.48923	3000	-43.4833	0.63795	0.263219	356.977	
								2	0.4	0.06	1.41214	3000	-212.453	0.681632	0.263599	31.328	
								2	0.4	0.06	1.20381	3000	-778.198	0.448415	0.262096	45.6147	
								2	0.4	0.06	0.784127	3000	686.134	0.367383	0.197294	58.2367	
								2	0.4	0.06	0.764728	3000	14.1503	0.383148	0.049029	292.025	
								2	0.4	0.06	0.129742	3000	-1.92359	0.297609	-9999	321.559	
								2	0.4	0.06	0.0979857	3000	0.508017	0.281336	-9999	205.047	
								2	0.4	0.06	0.897542	3000	1.82626	0.204369	0.0529617	257.564	
								2	0.4	0.06	0.594223	3000	9.7181	0.266082	0.0417535	258.025	
								2	0.4	0.06	0.796928	3000	-2.6762	0.215724	0.0541126	248.105	
								2	0.4	0.06	1.25347	3000	2.0441	0.214769	0.0268766	271.561	
								2	0.4	0.06	1.92864	3000	15.8083	0.33407	0.163085	285.456	
								2	0.4	0.06	2.05194	3000	25.4926	0.365074	0.196003	273.207	
								2	0.4	0.06	2.35855	3000	40.0717	0.389165	0.224087	277.616	
								2	0.4	0.06	2.63883	3000	44.1925	0.546204	0.25877	285.139	
								2	0.4	0.06	1.85073	3000	26.0445	0.33128	0.196485	269.264	
								2	0.4	0.06	1.01654	3000	3.72036	0.268349	0.0738942	254.246	
								2	0.4	0.06	1.07923	3000	2.4029	0.155696	0.0650256	266.045	
								2	0.4	0.06	1.83395	3000	16.6942	0.381371	0.156111	273.361	
								2	0.4	0.06	2.13808	3000	21.1909	0.309556	0.193073	282.656	
								2	0.4	0.06	1.82988	3000	10.6921	0.337842	0.153177	280.78	
								2	0.4	0.06	1.96365	3000	13.0215	0.278716	0.169309	284.146	
								2	0.4	0.06	1.61942	3000	6.08763	0.447967	0.0971467	301.381	
								2	0.4	0.06	1.54818	3000	1.92597	0.220871	0.054678	308.495	
								2	0.4	0.06	1.3189	3000	1.87028	0.2774	0.0738114	317.748	
								2	0.4	0.06	1.42431	3000	2.14523	0.324959	0.084588	322.796	
								2	0.4	0.06	1.75067	3000	3.919	0.231202	0.0940897	307.343	
								2	0.4	0.06	1.02494	3000	2.89737	0.213038	0.0792464	316.366	
								2	0.4	0.06	1.84589	3000	5.75978	0.278048	0.112339	306.346	
								2	0.4	0.06	1.74677	3000	4.85578	0.263969	0.110727	297.225	
								2	0.4	0.06	1.84692	3000	5.11544	0.234069	0.11787	302.427	
								2	0.4	0.06	1.84211	3000	8.32762	0.307447	0.135094	292.692	
								2	0.4	0.06	2.23795	3000	19.3937	0.323301	0.203563	289.065	
								2	0.4	0.06	2.15477	3000	35.2538	0.338299	0.22184	288.156	
								2	0.4	0.06	1.7762	3000	29.4704	0.490772	0.189868	307.364	
								2	0.4	0.06	2.83766	3000	133.132	0.51288	0.2192	334.256	
								2	0.4	0.06	3.78313	3000	-182.735	0.70593	0.319891	341.516	
								2	0.4	0.06	3.76748	3000	-60.1715	0.833147	0.370763	347.137	
								2	0.4	0.06	3.50358	3000	-27.7167	0.828891	0.306281	356.508	
								2	0.4	0.06	3.82103	3000	-24.2355	0.882604	0.326323	347.093	
								2	0.4	0.06	3.94537	3000	-27.535	0.911239	0.345215	348.525	
								2	0.4	0.06	4.03144	3000	-22.644	1.13574	0.342041	346.838	
								2	0.4	0.06	5.05375	3000	-36.76	1.09852	0.414058	338.241	
								2	0.4	0.06	4.14107	3000	-24.8148	1.34176	0.36012	345.042	
								2	0.4	0.06	4.56584	3000	-29.8729	0.969041	0.375365	333.304	
								2	0.4	0.06	4.11176	3000	-31.5414	1.19871	0.372163	339.372	
								2	0.4	0.06	3.71489	3000	-37.0397	1.34868	0.368395	336.66	
								2	0.4	0.06	3.62409	3000	-32.3647	1.11428	0.33076	345.093	
								2	0.4	0.06	2.85116	3000	-32.863	0.915287	0.308438	349.425	
								2	0.4	0.06	3.18332	3000	-57.4833	0.756471	0.282777	357.059	
								2	0.4	0.06	2.10937	3000	-171.18	0.566807	0.267724	22.6649	
								2	0.4	0.06	1.70603	3000	52.2051	0.349098	0.180756	17.2779	
								2	0.4	0.06	1.26087	3000	9.60823	0.258049	0.0755596	5.16601	
								2	0.4	0.06	1.0029	3000	5.51117	0.373033	0.036225	320.946	
								2	0.4	0.06	0.875494	3000	-6.64353	0.194075	0.061966	325.227	
								2	0.4	0.06	0.92062	3000	-7.81016	0.298326	0.0769232	283.298	
								2	0.4	0.06	1.47143	3000	3.16315	0.144574	0.0528286	313.257	
								2	0.4	0.06	1.73251	3000	1.98156	0.172668	0.0770075	312.067	
								2	0.4	0.06	1.01143	3000	-67.5777	0.328407	0.08489	284.223	
								2	0.4	0.06	0.253692	3000	-3.70857	0.327461	0.0645526	245.826	
								2	0.4	0.06	0.714493	3000	1.23738	0.164193	0.0373774	275.419	
								2	0.4	0.06	0.307459	3000	2.82724	0.0994802	0.0169705	247.084	
								2	0.4	0.06	0.346557	3000	0.651585	0.425613	0.0389724	185.883	
								2	0.4	0.06	1.01891	3000	-2.64917	0.227156	0.0429499	267.535	
								2	0.4	0.06	1.88748	3000	7.28054	0.330009	0.127095	277.924	
								2	0.4	0.06	1.76879	3000	11.243	0.271757	0.156784	277.838	
								2	0.4	0.06	1.75272	3000	7.28539	0.21202	0.131172	284.895	
								2	0.4	0.06	2.15231	3000	11.5733	0.326369	0.171243	290.005	
								2	0.4	0.06	1.36031	3000	5.54839	0.640351	0.0965583	323.186	
								2	0.4	0.06	0.544887	3000	-8.28188	0.62122	0.147198	88.4161	
								2	0.4	0.06	0.308682	3000	-484.442	0.551125	0.13819	171.661	
								2	0.4	0.06	0.739824	3000	-2.17535	0.332114	0.0768236	117.15	
								2	0.4	0.06	0.456571	3000	14.6659	0.375083	0.111864	90.1906	
								2	0.4	0.06	0.519951	3000	-12.4598	0.456319	0.0852108	180.247	
								2	0.4	0.06	0.720344	3000	-0.2999	0.32938	0.0478551	93.5251	
								2	0.4	0.06	0.668299	3000	2.68994	0.631421	0.0805219	116.988	
								2	0.4	0.06	0.718319	3000	8.57329	0.211284	0.0829095	211.527	
								2	0.4	0.06	0.366119	3000	6.06119	0.546938	0.171167	150.842	
								2	0.4	0.06	0.351425	3000	6.22165	0.457982	0.101549	230.86	
								2	0.4	0.06	0.369735	3000	13.0396	0.316939	0.0476265	253.072	
								2	0.4	0.06	0.105461	3000	-6.50466	0.298159	-9999	257.534	
								2	0.4	0.06	0.266939	3000	1.40798	0.139189	0.039206	326.654	
								2	0.4	0.06	0.936824	3000	10.0036	0.323892	0.12095	6.08243	
